model,scenario,regime,metric,reported_unit,complete_three_strategy,cached,naive,poolact,delta_vs_naive,relative_percent_vs_naive,delta_vs_cached,relative_percent_vs_cached,delta_vs_stronger_baseline
deepseek-v4-flash-0731,tuning,cost_tight,gap0_bon,Gap points,True,95.21150805628984,94.87641050496711,98.2825756756157,3.406165170648592,3.590107543613552,3.0710676193258593,3.2255214543080335,3.0710676193258593
deepseek-v4-flash-0731,tuning,cost_tight,gap0_mi,Gap points,True,82.9839402286484,83.20315718707613,95.29212559185709,12.088968404780957,14.529458753109337,12.308185363208693,14.832008855322542,12.088968404780957
deepseek-v4-flash-0731,tuning,cost_tight,gap_bon,Gap points,True,95.21150805628984,94.87641050496711,98.2825756756157,3.406165170648592,3.590107543613552,3.0710676193258593,3.2255214543080335,3.0710676193258593
deepseek-v4-flash-0731,tuning,cost_tight,gap_mi,Gap points,True,82.9839402286484,83.20315718707613,95.29212559185709,12.088968404780957,14.529458753109337,12.308185363208693,14.832008855322542,12.088968404780957
deepseek-v4-flash-0731,tuning,cost_tight,raw_perf_bon,0-100,True,91.85808367199368,91.78463308899491,93.85461189128735,2.0699788022924395,2.255256389471394,1.9965282192936655,2.1734921299064514,1.9965282192936655
deepseek-v4-flash-0731,tuning,cost_tight,raw_perf_mi,0-100,True,84.90974411920266,84.97976395818922,92.4168485182303,7.437084560041072,8.751594748721804,7.507104399027639,8.841275494233747,7.437084560041072
gemini-3.8-flash-medium,evidence_audit,cost_moderate,evidence_acc_mi,0-100,True,84.16289592760181,80.09049773755656,97.17194570135746,17.081447963800898,21.327683615819204,13.009049773755649,15.456989247311824,13.009049773755649
gemini-3.8-flash-medium,evidence_audit,cost_moderate,evidence_acc_mv,0-100,True,87.33031674208145,80.54298642533936,97.73755656108597,17.194570135746602,21.34831460674156,10.407239819004516,11.917098445595853,10.407239819004516
gemini-3.8-flash-medium,evidence_audit,cost_moderate,label_acc_mi,0-100,True,92.420814479638,90.61085972850678,96.04072398190046,5.429864253393674,5.992509363295895,3.619909502262459,3.9167686658506895,3.619909502262459
gemini-3.8-flash-medium,evidence_audit,cost_moderate,label_acc_mv,0-100,True,94.11764705882352,91.4027149321267,96.38009049773756,4.977375565610856,5.44554455445545,2.2624434389140333,2.4038461538461675,2.2624434389140333
gemini-3.8-flash-medium,evidence_audit,cost_tight,evidence_acc_mi,0-100,True,69.57013574660633,69.34389140271493,73.30316742081448,3.959276018099544,5.709624796084833,3.7330316742081493,5.36585365853659,3.7330316742081493
gemini-3.8-flash-medium,evidence_audit,cost_tight,evidence_acc_mv,0-100,True,71.49321266968326,68.77828054298642,73.7556561085973,4.9773755656108705,7.236842105263164,2.2624434389140333,3.1645569620253333,2.2624434389140333
gemini-3.8-flash-medium,evidence_audit,cost_tight,label_acc_mi,0-100,True,87.10407239819004,87.44343891402715,87.78280542986425,0.3393665158370993,0.38809831824062613,0.6787330316742128,0.7792207792207906,0.3393665158370993
gemini-3.8-flash-medium,evidence_audit,cost_tight,label_acc_mv,0-100,True,88.23529411764706,88.23529411764706,87.78280542986425,-0.4524886877828038,-0.512820512820511,-0.4524886877828038,-0.512820512820511,-0.4524886877828038
gemini-3.8-flash-medium,restricted_search,cost_moderate,f1_mi,0-100,True,67.61797026502909,64.35365004418713,68.35871100576983,4.0050609615827,6.223517949382362,0.7407407407407476,1.095479112782316,0.7407407407407476
gemini-3.8-flash-medium,restricted_search,cost_moderate,f1_mv,0-100,True,68.10840575546457,65.20242284948168,68.04328569034452,2.8408628408628402,4.356989689510327,-0.06512006512005541,-0.09561237617844442,-0.06512006512005541
gemini-3.8-flash-medium,restricted_search,cost_tight,f1_mi,0-100,True,20.442090589149412,21.073403720462544,30.227860374919196,9.154456654456652,43.44080707554403,9.785769785769784,47.87068985480396,9.154456654456652
gemini-3.8-flash-medium,restricted_search,cost_tight,f1_mv,0-100,True,20.89857854563737,20.4323780794369,33.399411046469865,12.967032967032964,63.46316085489312,12.500832500832495,59.8166639589087,12.500832500832495
gemini-3.8-flash-medium,tuning,cost_moderate,gap0_bon,Gap points,True,99.37882333796871,99.5014720470375,99.20040052995564,-0.3010715170818514,-0.30257996277635035,-0.17842280801306742,-0.17953805651963473,-0.3010715170818514
gemini-3.8-flash-medium,tuning,cost_moderate,gap0_mi,Gap points,True,98.82435831031965,98.82487901510568,98.84083475590657,0.015955740800890794,0.01614546960229113,0.01647644558691752,0.016672453905730578,0.015955740800890794
