model,family,regime,n,score_complete_n,delivered_total,repeated_delivered_total,natural_stop_budget_fraction_mean,natural_stop_budget_fraction_median,natural_n,budget_n,cap_n,other_n,delivered_evaluations_mean,delivered_evaluations_median,unique_delivered_configs_mean,unique_delivered_configs_median,repeated_delivered_evaluations_mean,repeated_delivered_evaluations_median,withheld_evaluations_mean,withheld_evaluations_median,delivered_budget_fraction_mean,delivered_budget_fraction_median,first_best_fraction_mean,first_best_fraction_median,observations_after_first_best_mean,observations_after_first_best_median,strict_record_improvements_mean,strict_record_improvements_median,best_performance_gain_after_first3_mean,best_performance_gain_after_first3_median,best_performance_gain_after_first5_mean,best_performance_gain_after_first5_median,attempted_evaluations_mean,attempted_evaluations_median,visible_results_mean,visible_results_median,visible_error_results_mean,visible_error_results_median,agent_steps_mean,agent_steps_median,all_attempted_cost_seconds_mean,all_attempted_cost_seconds_median,all_visible_cost_seconds_mean,all_visible_cost_seconds_median,final_below_observed_best_n,final_below_observed_best_denom,final_above_observed_best_n,final_above_observed_best_denom,observed_best_reached_by_first3_n,observed_best_reached_by_first3_denom,observed_best_reached_by_first5_n,observed_best_reached_by_first5_denom,observed_best_reached_in_first_half_n,observed_best_reached_in_first_half_denom,model_final_present_n,model_final_present_denom,nonfallback_terminal_scored_n,nonfallback_terminal_scored_denom,submitted_json_object_scored_n,submitted_json_object_scored_denom,final_json_object_n,final_json_object_denom,fallback_scored_n,fallback_scored_denom,score_source_counts,score_complete_fraction,nonfallback_terminal_scored_fraction,submitted_json_object_scored_fraction,attempted_evaluations_total,visible_results_total,visible_error_results_total,withheld_evaluations_total,unique_delivered_configs_total
glm-5.3,nasbench101,cost_tight,9,9,31,0,0.9639423502757487,0.9632065990723224,4,4,0,1,3.4444444444444446,3,3.4444444444444446,3,0,0,0.4444444444444444,0,0.9482307977645104,0.9484398118230584,0.8858024691358024,1.0,0.4444444444444444,0,1.1111111111111112,1,0.011618592120982978,0.0,0.0002670950359768338,0.0,3.888888888888889,3,3.4444444444444446,3,0,0,5.111111111111111,5,29413.804616292316,29755.97802734375,25151.84129163954,29359.689392089844,0,9,0,9,6,9,7,9,4,9,8,9,8,9,8,9,9,9,1,9,"{""best_evaluated_fallback"": 1, ""matching_tool_call"": 8}",1.0,0.8888888888888888,0.8888888888888888,35,31,0,4,31
glm-5.3,nasbench201,cost_free,9,9,260,1,,,2,0,7,0,28.88888888888889,29,28.77777777777778,29,0.1111111111111111,0,0,0,,,0.5606641123882503,0.5172413793103449,12.666666666666666,14,4,4,0.017094320936414904,0.005773333113606727,0.013779506151740888,0.005773333113606727,28.88888888888889,29,28.88888888888889,29,0,0,29.77777777777778,30,737087.6977255854,472618.6057837348,737087.6977255854,472618.6057837348,0,9,0,9,1,9,1,9,5,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,260,260,0,0,259
glm-5.3,nasbench201,cost_moderate,9,9,89,0,0.9449642512081873,0.9541572491250055,8,1,0,0,9.88888888888889,10,9.88888888888889,10,0,0,0.1111111111111111,0,0.9394898712725024,0.9500563444069101,0.48271604938271606,0.4444444444444444,5.111111111111111,5,1.5555555555555556,1,0.013621234535198467,0.006199999999999983,0.002347160495032795,0.0,10,10,9.88888888888889,10,0,0,11.333333333333334,11,254722.64318391983,178894.2366355998,252335.91065378196,171872.52406195234,0,9,0,9,3,9,6,9,6,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,90,89,0,1,89
glm-5.3,nasbench201,cost_tight,9,9,26,0,0.9188011605032721,0.9613190280318907,5,4,0,0,2.888888888888889,3,2.888888888888889,3,0,0,0.4444444444444444,0,0.8800662616607566,0.9361091953703864,0.7685185185185185,1.0,0.7777777777777778,0,0.7777777777777778,1,0.0,0.0,0.0,0.0,3.3333333333333335,3,2.888888888888889,3,0,0,4.444444444444445,5,81338.21491525994,54489.400887489304,70223.6008586336,52345.49332499507,0,9,0,9,9,9,9,9,3,9,8,9,8,9,8,9,9,9,1,9,"{""best_evaluated_fallback"": 1, ""matching_tool_call"": 8}",1.0,0.8888888888888888,0.8888888888888888,30,26,0,4,26
glm-5.3,paramnet,cost_free,9,9,266,0,,,0,0,9,0,29.555555555555557,30,29.555555555555557,30,0,0,0,0,,,0.8676883780332056,0.8666666666666667,3.888888888888889,4,7.666666666666667,7,0.07452712763860536,0.03222785954978791,0.032249025869802814,0.0030258274719641154,29.555555555555557,30,29.555555555555557,30,0,0,30,30,7940.574398731303,4366.449292182921,7940.574398731303,4366.449292182921,0,9,0,9,0,9,0,9,0,9,8,9,8,9,8,9,9,9,1,9,"{""best_evaluated_fallback"": 1, ""matching_tool_call"": 8}",1.0,0.8888888888888888,0.8888888888888888,266,266,0,0,266
glm-5.3,paramnet,cost_moderate,9,9,102,0,0.9499012369449018,0.9452036555673268,6,2,1,0,11.333333333333334,9,11.333333333333334,9,0,0,0.2222222222222222,0,0.9115423522847873,0.9222406531622024,0.9092592592592592,1.0,1.4444444444444444,0,5.111111111111111,5,0.07429906614181238,0.032380072120542724,0.04513232822697826,0.031757380251611234,11.555555555555555,9,11.333333333333334,9,0,0,12.666666666666666,11,1154.954710924184,906.2902582486468,1134.899774615853,906.2902582486468,0,9,0,9,3,9,3,9,0,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,104,102,0,2,102
glm-5.3,paramnet,cost_tight,9,9,29,0,0.8963786195146142,0.8968380520450197,4,5,0,0,3.2222222222222223,4,3.2222222222222223,4,0,0,0.5555555555555556,1,0.7599299543965845,0.8453222540364663,0.8666666666666667,1.0,0.6666666666666666,0,1.5555555555555556,2,0.05111312136792396,0.0,0.0,0.0,3.7777777777777777,4,3.2222222222222223,4,0,0,4.555555555555555,5,355.65567224820455,272.08055002689366,299.1563084099028,264.4219584941864,0,9,0,9,6,9,9,9,5,9,7,9,7,9,7,9,9,9,2,9,"{""best_evaluated_fallback"": 2, ""matching_tool_call"": 7}",1.0,0.7777777777777778,0.7777777777777778,34,29,0,5,29
gpt-5.6-sol,nasbench101,cost_free,9,9,168,0,,,9,0,0,0,18.666666666666668,19,18.666666666666668,19,0,0,0,0,,,0.6951170024692707,0.7368421052631579,5.222222222222222,5,3.5555555555555554,4,0.003182868162790934,0.003238519032796261,0.0022443290109987655,0.0021367669105529785,18.666666666666668,19,18.666666666666668,19,0,0,19.666666666666668,20,121515.10444471572,112573.19665527344,121515.10444471572,112573.19665527344,0,9,0,9,0,9,0,9,2,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,168,168,0,0,168
gpt-5.6-sol,nasbench101,cost_moderate,9,9,130,0,0.9663070043809707,0.9669347188910393,8,1,0,0,14.444444444444445,15,14.444444444444445,15,0,0,0.1111111111111111,0,0.9607793213282287,0.9562491513482809,0.5215585259444908,0.5789473684210527,6.111111111111111,6,2.5555555555555554,3,0.004822521298019978,0.005074779192606571,0.0014133674127084156,0.000801245371500614,14.555555555555555,15,14.444444444444445,15,0,0,15.444444444444445,16,85516.64026557075,101534.41381835938,84989.14581298828,101534.41381835938,0,9,0,9,3,9,4,9,4,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,131,130,0,1,130
gpt-5.6-sol,nasbench101,cost_tight,9,9,35,0,0.9539048077353458,0.9764874639353032,5,4,0,0,3.888888888888889,4,3.888888888888889,4,0,0,0.4444444444444444,0,0.8521638173527868,0.9077102758521924,0.7407407407407407,1.0,1.3333333333333333,0,1.3333333333333333,1,0.0005304769233420961,0.0,7.048359623661337e-05,0.0,4.333333333333333,5,3.888888888888889,4,0,0,4.888888888888889,5,27459.77404106988,29425.395141601562,23630.511874728734,28999.701293945312,0,9,0,9,7,9,8,9,6,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,39,35,0,4,35
gpt-5.6-sol,nasbench201,cost_free,9,9,168,0,,,9,0,0,0,18.666666666666668,18,18.666666666666668,18,0,0,0,0,,,0.5897975615366919,0.625,7.777777777777778,6,2.2222222222222223,2,0.005883209886791129,0.0026933332845051616,0.005709876549840898,0.002466666666666617,18.666666666666668,18,18.666666666666668,18,0,0,19.666666666666668,19,466491.1897955197,309644.8946353027,466491.1897955197,309644.8946353027,0,9,0,9,0,9,0,9,4,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,168,168,0,0,168
gpt-5.6-sol,nasbench201,cost_moderate,9,9,98,0,0.9404383920752614,0.9426093342177103,9,0,0,0,10.88888888888889,11,10.88888888888889,11,0,0,0,0,0.9404383920752614,0.9426093342177103,0.7572390572390573,0.8333333333333334,2.6666666666666665,2,1.6666666666666667,1,0.0055483950431917985,0.0026933332845051616,0.0055483950431917985,0.0026933332845051616,10.88888888888889,11,10.88888888888889,11,0,0,11.88888888888889,12,251253.74559710143,178974.17236055658,251253.74559710143,178974.17236055658,0,9,0,9,1,9,1,9,2,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,98,98,0,0,98
gpt-5.6-sol,nasbench201,cost_tight,9,9,26,0,0.9383112044735595,0.9489301136605839,8,1,0,0,2.888888888888889,3,2.888888888888889,3,0,0,0.1111111111111111,0,0.9080759882762016,0.9460355980704533,0.6296296296296297,0.6666666666666666,1.1111111111111112,1,0.6666666666666666,1,0.0,0.0,0.0,0.0,3,3,2.888888888888889,3,0,0,3.888888888888889,4,75357.25932130349,52900.5593887057,73233.2685625779,52813.35528821612,0,9,0,9,9,9,9,9,6,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,27,26,0,1,26
gpt-5.6-sol,paramnet,cost_free,9,9,250,0,,,4,0,5,0,27.77777777777778,30,27.77777777777778,30,0,0,0,0,,,0.7965897986429388,0.8666666666666667,5.555555555555555,4,7.555555555555555,7,0.008462327784731253,0.00685424251578115,0.005495473341588742,0.005613468341886807,27.77777777777778,30,27.77777777777778,30,0,0,28.22222222222222,30,4280.609908313221,3149.685908484458,4280.609908313221,3149.685908484458,0,9,0,9,0,9,0,9,1,9,4,9,4,9,4,9,9,9,5,9,"{""best_evaluated_fallback"": 5, ""matching_tool_call"": 4}",1.0,0.4444444444444444,0.4444444444444444,250,250,0,0,250
gpt-5.6-sol,paramnet,cost_moderate,9,9,137,0,0.9735700073723138,0.9775219779965539,9,0,0,0,15.222222222222221,18,15.222222222222221,18,0,0,0,0,0.9735700073723138,0.9775219779965539,0.6870840606774111,0.6666666666666666,4.444444444444445,4,3.5555555555555554,3,0.011286993133552648,0.0030073819620142217,0.0025845067726105115,0.0029624594317363417,15.222222222222221,18,15.222222222222221,18,0,0,16.22222222222222,19,1182.2009054422379,960.6154780149458,1182.2009054422379,960.6154780149458,0,9,0,9,2,9,3,9,2,9,6,9,6,9,6,9,9,9,3,9,"{""best_evaluated_fallback"": 3, ""matching_tool_call"": 6}",1.0,0.6666666666666666,0.6666666666666666,137,137,0,0,137
gpt-5.6-sol,paramnet,cost_tight,9,9,35,0,0.9695288802869022,0.9764144039349711,6,3,0,0,3.888888888888889,5,3.888888888888889,5,0,0,0.3333333333333333,0,0.831357332644387,0.9671556257737599,0.755026455026455,0.8,1.3333333333333333,1,1.4444444444444444,1,0.008126413203670123,0.0,0.0,0.0,4.222222222222222,5,3.888888888888889,5,0,0,4.888888888888889,6,371.6716642856598,285.12852437496184,339.88313139544596,285.12852437496184,0,9,0,9,6,9,9,9,6,9,4,9,4,9,4,9,9,9,5,9,"{""best_evaluated_fallback"": 5, ""matching_tool_call"": 4}",1.0,0.4444444444444444,0.4444444444444444,38,35,0,3,35
kimi-k3,nasbench101,cost_free,9,9,225,4,,,5,0,4,0,25,29,24.555555555555557,28,0.4444444444444444,0,0,0,,,0.7336782757472413,0.7666666666666667,6.222222222222222,6,4.888888888888889,5,0.012163906185715303,0.011384904384613037,0.007441536143974038,0.006176551183064816,25,29,25,29,0,0,25.555555555555557,30,223720.56612820097,162259.58465576172,223720.56612820097,162259.58465576172,0,9,0,9,0,9,0,9,1,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,225,225,0,0,221
kimi-k3,nasbench101,cost_moderate,9,9,86,0,0.8448226048417895,0.9341305945609449,7,2,0,0,9.555555555555555,10,9.555555555555555,10,0,0,0.2222222222222222,0,0.853404133543213,0.9118371801990034,0.7487313612313612,0.8181818181818182,2,2,3.888888888888889,4,0.011577778392367906,0.005174954732259152,0.0029936741899560834,0.0023370782534281043,9.777777777777779,10,9.555555555555555,10,0,0,10.555555555555555,11,75506.2339477539,93883.21594238281,74040.55683729384,93883.21594238281,0,9,0,9,1,9,3,9,1,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,88,86,0,2,86
kimi-k3,nasbench101,cost_tight,9,9,30,0,0.8874887173522925,0.8875218240243694,5,4,0,0,3.3333333333333335,3,3.3333333333333335,3,0,0,0.4444444444444444,0,0.8785223066400737,0.8875218240243694,0.7703703703703704,0.8,1,1,1.1111111111111112,1,0.001264987168488675,0.0,0.0,0.0,3.7777777777777777,3,3.3333333333333335,3,0,0,4.333333333333333,4,28637.270874023438,28061.1796875,22943.442043728297,26487.416259765625,0,9,0,9,6,9,9,9,6,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,34,30,0,4,30
kimi-k3,nasbench201,cost_free,9,9,155,1,,,9,0,0,0,17.22222222222222,16,17.11111111111111,16,0.1111111111111111,0,0,0,,,0.3946693367466314,0.3333333333333333,9.222222222222221,11,2,2,0.0044009877551420456,0.0005333332682293523,0.0037353087646484115,0.0,17.22222222222222,16,17.22222222222222,16,0,0,18.22222222222222,17,522939.7210882073,266728.0203418135,522939.7210882073,266728.0203418135,0,9,0,9,3,9,5,9,6,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,155,155,0,0,154
kimi-k3,nasbench201,cost_moderate,9,9,71,0,0.7625218259770765,0.7760438895671141,9,0,0,0,7.888888888888889,7,7.888888888888889,7,0,0,0,0,0.7625218259770765,0.7760438895671141,0.43492063492063493,0.2857142857142857,4,5,1.3333333333333333,1,0.00807901238712262,0.0,0.002833333386079754,0.0,7.888888888888889,7,7.888888888888889,7,0,0,8.88888888888889,8,213326.01081133194,168370.72094276975,213326.01081133194,168370.72094276975,0,9,0,9,6,9,7,9,7,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,71,71,0,0,71
kimi-k3,nasbench201,cost_tight,9,9,25,0,0.9235743315512759,0.9506298671743443,6,3,0,0,2.7777777777777777,3,2.7777777777777777,3,0,0,0.3333333333333333,0,0.8749627880461037,0.9349921795338533,0.7148148148148148,0.6666666666666666,0.8888888888888888,1,0.7777777777777778,1,0.0,0.0,0.0,0.0,3.111111111111111,3,2.7777777777777777,3,0,0,3.7777777777777777,4,79075.26799913502,53347.35146476542,67062.02936486213,53347.35146476542,0,9,0,9,9,9,9,9,6,9,9,9,9,9,9,9,9,9,0,9,"{""matching_tool_call"": 9}",1.0,1.0,1.0,28,25,0,3,25
kimi-k3,paramnet,cost_free,9,9,259,0,,,2,0,7,0,28.77777777777778,30,28.77777777777778,30,0,0,0,0,,,0.8996632996632997,0.9333333333333333,2.7777777777777777,2,7.777777777777778,7,0.046914934915070976,0.030106087692075123,0.01847932067520118,0.012437810729607812,28.77777777777778,30,28.77777777777778,30,0,0,29,30,10503.103986655342,9868.042163896562,10503.103986655342,9868.042163896562,0,9,0,9,0,9,0,9,0,9,1,9,1,9,1,9,9,9,8,9,"{""best_evaluated_fallback"": 8, ""matching_tool_call"": 1}",1.0,0.1111111111111111,0.1111111111111111,259,259,0,0,259
kimi-k3,paramnet,cost_moderate,9,9,58,0,0.9554467441266703,0.9550328163214813,7,2,0,0,6.444444444444445,6,6.444444444444445,6,0,0,0.2222222222222222,0,0.9002251663021126,0.9540505577743981,0.8780864197530864,1.0,0.8888888888888888,0,3.111111111111111,3,0.03512678380359077,0.004095942802534669,0.02016779669890935,0.0,6.666666666666667,6,6.444444444444445,6,0,0,7.444444444444445,7,1169.5089011351267,966.8632382631301,1062.579762148857,951.6955978393555,0,9,0,9,2,9,5,9,1,9,1,9,1,9,1,9,9,9,8,9,"{""best_evaluated_fallback"": 8, ""matching_tool_call"": 1}",1.0,0.1111111111111111,0.1111111111111111,60,58,0,2,58
kimi-k3,paramnet,cost_tight,9,9,36,0,0.967254489568856,0.9809477651542731,4,5,0,0,4,3,4,3,0,0,0.5555555555555556,1,0.6536093734170941,0.762398977979454,0.9464285714285714,1.0,0.375,0.0,1.8888888888888888,2,0.011624378897789459,0.00048662008050948113,0.00480279486013846,0.0,4.555555555555555,4,4,3,0,0,5,4,442.02697737481856,363.17136375904084,262.29032756487527,224.76392607688905,0,8,0,8,4,8,6,8,4,8,3,9,3,9,3,9,9,9,6,9,"{""best_evaluated_fallback"": 6, ""matching_tool_call"": 2, ""offline_final_answer"": 1}",1.0,0.3333333333333333,0.3333333333333333,41,36,0,5,36
