task,model,regime,gap0,repeats,slot_ids
hpobench:paramnet:letter:steps,deepseek-v4-flash-0731,cost_free,30.76293903957736,3,18a561a0023ef10a06987794;995c0131ad9d435e6b229fc5;24245cf46f633e0a017a5d0c
hpobench:paramnet:letter:steps,gpt-5.6-sol,cost_free,99.18436652245022,3,637f630108018ea4ac96733b;42141d63f1e7a67ee8b2f4c2;d50e0187664bf32cf3a163d5
hpobench:paramnet:letter:steps,gemini-3.8-flash-medium,cost_free,95.6317653428141,3,5bb43c7f1b80d0a5315a4688;7204323aa68a91364c6c8ccc;c0da4ad1d602af86026cd970
hpobench:paramnet:letter:steps,kimi-k3,cost_moderate,86.85796124569212,3,22c36eb979baec825f130eae;fcd813e4a256aa0890b5a907;394d24f40616e3f5d38f7ff0
hpobench:paramnet:letter:steps,glm-5.3,cost_moderate,95.03727230483142,3,f4791da4e574330bde465cf3;77a88941f3624989b35e3f3e;c9f736db01b561a1a984df78
hpobench:paramnet:letter:steps,qwen3.8-2.4t-a95b-fp8,cost_moderate,98.88568366097323,3,d1179a869cdb5b27473d6d5a;403582f1f651bd147fa09a90;babcbba27165cd2d373c0d49
hpobench:paramnet:letter:steps,deepseek-v4-flash-0731,cost_moderate,32.49047336985794,3,584e5a5c2ec8e6cb9201d86d;053a0c1cb2c9ac5f3a4ec552;d1b0b7cadf644f5bee92df56
hpobench:paramnet:letter:steps,gpt-5.6-sol,cost_moderate,97.74264815186369,3,3e2d8c41ad697c4c87b2e2c7;f57add0167f4ddee99efd5e6;bc88d2d4698eda6f5772217e
hpobench:paramnet:letter:steps,gemini-3.8-flash-medium,cost_moderate,96.52206972330526,3,39b027799f48292525134cef;4dd601357244bb9be85a3e39;33e7061232327b091f4a9e4a
hpobench:paramnet:letter:steps,kimi-k3,cost_tight,94.23169061202348,3,ed9c1619e21cbab3b43ec690;76c86f02fb2adac2f4c7febe;1f090a466ab61e85c0ad92c9
hpobench:paramnet:letter:steps,glm-5.3,cost_tight,87.87750339619836,3,ee20fec0da4bb9bb1a1fda32;ffbd1fd9f4c4a46d1bffc324;26c592a8615c46788a6ce7f9
hpobench:paramnet:letter:steps,qwen3.8-2.4t-a95b-fp8,cost_tight,91.14290933257679,3,d23e0d630f25ade463dff682;d616fc18365e1364267925f6;804122d96ad73df02b01fa47
hpobench:paramnet:letter:steps,deepseek-v4-flash-0731,cost_tight,82.36623273655783,3,de1cca8b58c51d0468b40276;7d0c86ddb9f4e643c85d1158;48044289f15feb8a13f5b8a8
hpobench:paramnet:letter:steps,gpt-5.6-sol,cost_tight,95.36467427733355,3,9ec7c1a0f623467a56593d84;77d64a59c09b243ab2862e21;801c95ea497c6ba80733afd1
hpobench:paramnet:letter:steps,gemini-3.8-flash-medium,cost_tight,90.34594366138883,3,a36ab70cbaec048bfab48add;5b48cbf36a33d7e9f5064807;b63d3686dd14b450f0c46686
