sweep_slot_id,main_slot_id,model,model_id,beta,item,source_sha256,sweep_old_f1,main_old_f1,sweep_new_f1,main_new_f1,main_adopted_new_f1,passed
whois:qwen:beta10:phantom_seed3:12:R1,58e6fd5b3c38bb5899dfec6c,qwen,qwen3.8-2.4t-a95b-fp8,10,phantom_seed3:12,dfbec0efddd29232760058ad6182636b786f9caeeac59de811e13092ddcab3e7,0.0,0.0,0.0,0.0,0.0,True
whois:qwen:beta10:phantom_seed3:13:R1,708db72b7ab2763f7b7aa159,qwen,qwen3.8-2.4t-a95b-fp8,10,phantom_seed3:13,3094483fd4fd844a9afc1a6ae9ab74595f4d5e37d5d10190fa110798f06cf9ce,1.0,1.0,1.0,1.0,1.0,True
whois:qwen:beta10:phantom_seed3:14:R1,6aa67ce33210df66be1bbec9,qwen,qwen3.8-2.4t-a95b-fp8,10,phantom_seed3:14,912ff2bdc836328ceaecbbc37415b92d16d23df08469386bf1dfa68d4fbc76a7,1.0,1.0,1.0,1.0,1.0,True
whois:qwen:beta10:phantom_seed3:15:R1,02ec925c82f2ed3a26eec7ac,qwen,qwen3.8-2.4t-a95b-fp8,10,phantom_seed3:15,adb74725082c5f2e86316ac04c9d174ee7ae2fc699e6ac3141668d055147f83a,0.0,0.0,0.0,0.0,0.0,True
whois:qwen:beta10:phantom_seed3:16:R1,846fea57e6f6e3590b65aac3,qwen,qwen3.8-2.4t-a95b-fp8,10,phantom_seed3:16,f5228d2458827cde22d9c95dd4ed54102434fc9da8290c3e6237638479c9fdef,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,True
whois:qwen:beta10:phantom_seed3:17:R1,75e9dfa8cc61e6c4c1d4ccc4,qwen,qwen3.8-2.4t-a95b-fp8,10,phantom_seed3:17,5053cfd416425bc2df33a98b9b60505745749b921f6046fa065fad1871dbf3cb,0.0,0.0,0.0,0.0,0.0,True
whois:qwen:beta10:phantom_seed3:18:R1,8c206b1a24e5952c95a51daf,qwen,qwen3.8-2.4t-a95b-fp8,10,phantom_seed3:18,13c71763983a1ba18e768c543dc2f70d2220491e3ef8ba7a6d1c5b22e36ee8cd,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed2:0:R1,387839347a5185abcb7bb493,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:0,7410b884527bbdacc6aa783a7deded46fda60566103fcf5edf25a6658cbef37c,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed2:1:R1,35ef6c1a3975d90c341accff,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:1,c6fbfbc8fb0e197b41d98e539f15ad1e0ed24bf1ffce6f9a412e0f43445c8a4b,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed2:2:R1,9b9fd3cdc34bba8d6ea5446c,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:2,8992be7d551638ea44e04e8a9d82c1859bc63a4e0cfc402a884188ce12a1b71b,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed2:3:R1,2679957e443ebcbe32064c46,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:3,ee94f21c951ca3ae985b9ce76695718f33be6c0dfc68d169e853f5505d8feff9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,True
whois:deepseek:beta10:phantom_seed2:4:R1,f7095dd4ff027e8c89592585,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:4,4ffdb5a121d1453fba18f6345b055bc8a0563a77a993ea7180f7790542d502dc,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,True
whois:deepseek:beta10:phantom_seed2:5:R1,6be3bbd933073a0ece79a4bb,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:5,d49aeab7e035ee409fb27f1a1b48afbf618535547ac1a86059473fa63787f2d8,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed2:6:R1,cfd4d88a3b47c87af53e7bcb,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:6,1f245829f230aed6f036f54f415b89d58b387d5cb5c0412ecc96f8dc3f134325,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed2:7:R1,815d2e0d70c8af2d34e58b43,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:7,6e302c8e67d7524d79d49b74bfe92b197c96aa54859a33955f4cbf1907d47ee7,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed2:8:R1,dc8236390acdd24011eb7b6d,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:8,9ac559c506c03068d927eaa53ec46029d71b402679ed5ddfc090a6e96abf70b6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,True
whois:deepseek:beta10:phantom_seed2:9:R1,edb6cc06210f429ccde429e3,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:9,79c6e0e625e2557ff043ad923f2fdb2d23775db01fefce09e95ab442e09331aa,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed2:10:R1,058002a9d18b060107e417a5,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:10,a8b34cb0fa55d690e160f04835985ce9c0e0b0ea8ee7099e4dfea299ec1f9251,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed2:11:R1,241c725c00e4fdc702df510e,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:11,591c84d7f6c017f8802956ebd8681ea82f3fc88edf6ed54f6f91d314de1a2273,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed2:12:R1,0afc2d0c276d52fd4d371dd8,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:12,a82fd2b99a616b1722ac370d8ef35f60b6bd6c5dca77910b1f368aa1ce5d9036,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed2:13:R1,b7d6e57a790e9866b57a3374,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:13,7548376c12be8fa61565820bd119853e37ef3d03924bab135b9eccdd0911d5e5,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed2:14:R1,e0da5e6a3258f82d5dacf072,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:14,9a3de5566f7bd60baca0da1ffd123afcb9eaea1ce829cb33fa9f3203e2678147,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed2:15:R1,0e2f79c599b78ff09ee84a80,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:15,031da6a4f40d3aa809dd4c272e67a46d4ca0075f79036a74cbefb05d067d5b1f,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed2:16:R1,ea366667420f24a2174b3ae9,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:16,94202c076e36fccc0ef7bc8a0cba4c00c5923fe4239cf0e788eb4dabefcd467f,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed2:17:R1,d6f1ac630feb5055d72efcb4,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:17,8e1b73af2db2146a1308aca2474f5a23f3b7129eb4fedf1882ed34fd6d693117,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed2:18:R1,cb0bfb9515126d022a94f48c,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:18,25cceb6fc58604bd8ef582a381af47ebcb83d6a71d1535dbd4191f4c174c905c,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed2:19:R1,9cd55b7f580999fdf2445f80,deepseek,deepseek-v4-flash-0731,10,phantom_seed2:19,febff093c6e539647fef149231ef49535301f4f4becaf894f33d77fcf3e7a2f6,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed3:0:R1,a4cd48716797503dd0eb88b3,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:0,9e38799c3cc29a2bf3b79a5042e8f985990a20e4bc449fb43d6d7ed1a307a58a,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed3:1:R1,cb44983e47cc6e3a285c3ac7,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:1,9b09380616eb44f00d146a2445646bd9c145b136acf248bb1e3c0d7e354e84e6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,True
whois:deepseek:beta10:phantom_seed3:2:R1,53bc71086106db5658ce9de5,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:2,f2e912a711e58b615167d5e66fd909dd485c2e0600e6cc524aa991b6b7d7f51c,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed3:3:R1,6c0d40e7eba6f6027138da8a,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:3,a5c3ef316c6a21980c95926f6cbddff9805e5e5a66f831721922538169665d2e,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed3:4:R1,43a7b99575af666de517c5d5,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:4,4c4679624bb64bcf921c3da61db59d9bb71bf4b2f711b22450306b5ecf73c390,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed3:5:R1,dc3b85beeecb5b1ac2e7a0e8,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:5,0706a4cdac7df34b11e66950d12a4f6635402a58897ec6266a2a13f6f459c78e,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed3:6:R1,a11c1be11e49ce69e9047441,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:6,0266418bc801bda15e0e8c1a8a52a9b0c3c3f258ffc56934604ec1e4f8ee9394,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed3:7:R1,ce802cf4f90a260551982d47,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:7,5988eeaa7ad4e1767cc3abdfe2284f8288e47a5e36f17a953c2c61fba2f83e75,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed3:8:R1,c7310b66bd4b98f22234eb98,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:8,fdac3afc8cbc6b05acb9eb45955923a97248b07eedf4ee844568ae01a1a4fb25,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed3:9:R1,44e45f9110a11ebd205f890d,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:9,74f12d69c50395007adcda14d72c42c1316209a1fb14603a756185a7cb9e232a,0.5,0.5,0.5,0.5,0.5,True
whois:deepseek:beta10:phantom_seed3:10:R1,c3b9aa614948e5f8860f5049,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:10,a1bf50c6efde9c5144cb851fd2429a2b6748405f2d534e6102a33174e35f122a,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,True
whois:deepseek:beta10:phantom_seed3:11:R1,f1ab977a460de719916adbd3,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:11,77996b5ba32f0e7ffb7b859af61984068630ba185a3cc9c5083df8927a5c4acc,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed3:12:R1,151127adb9f9a6bc30a8ee06,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:12,4e9c0cd309027d19c43da5fb05e969c83989d1265382c4af2fa710c7c4b18a0b,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed3:13:R1,c39faf358df12999b5d4c430,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:13,01711c3f3cc49f885e88181bf506cdbaabd1b7ad00a6dbb3cdfe9dd70ed84e4c,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed3:14:R1,695671c0801727ed7a1a757a,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:14,92d58a060fbbfa487fbb2caa1a0a92c09b832d31e8a7b39412051d41f01826b8,1.0,1.0,1.0,1.0,1.0,True
whois:deepseek:beta10:phantom_seed3:15:R1,258f0d6d11b853a900f08806,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:15,5b706ff79df4f8425da5f783b588652975836e9d87f7a4ba036ce18e944fdcae,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed3:16:R1,e8499ec11772a704c6f3e855,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:16,6139c08755c8ed2522fec90dcb6e38f7d63ec79321313d7a250931d7a1d4ca1e,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed3:17:R1,ed831a230a1200c73f5a0f0d,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:17,37c9c212972dd6bd2ee6bcf0ddf3c00eabafdf28206238b57c3b245e1046de77,0.0,0.0,0.0,0.0,0.0,True
whois:deepseek:beta10:phantom_seed3:18:R1,8c51c95935b5580d14f2ecc0,deepseek,deepseek-v4-flash-0731,10,phantom_seed3:18,1bb4b08ab7d9de985a6b639439b65bcf40a68633fdd5a2323aa1e8f5eb2c441e,0.0,0.0,0.0,0.0,0.0,True
whois:gemini:beta10:phantom_seed2:0:R1,7c7717abf45137527a99e179,gemini,gemini-3.8-flash-medium,10,phantom_seed2:0,f4725f754cfa501f449a10fa0db22e8447dc79cbfd786009998a3089da6fb8be,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed2:1:R1,e98819716a2d1deffd27f22a,gemini,gemini-3.8-flash-medium,10,phantom_seed2:1,a5e6c77fce56794f4b11348b60a58ada71be15a6ee9e608c4867046c8d62992f,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed2:2:R1,714d8d07e246d2fec5c2a831,gemini,gemini-3.8-flash-medium,10,phantom_seed2:2,ad2b6d6f32e051ac415b132fd51861f3d68697e48ef7987e49ad7ac1fb46acdd,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed2:3:R1,4beed6f21e77447aa25b0047,gemini,gemini-3.8-flash-medium,10,phantom_seed2:3,eeaf63202bc0a31692cb4b6f0090d6b76ba89216eafb7b8b430bf0739b9a7eda,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed2:4:R1,def55b0a69a59bec4bf8a2b3,gemini,gemini-3.8-flash-medium,10,phantom_seed2:4,373730c10e22f3d54215356ae7e1162ff4cc057946124c2afeb465c1c6f4b7e7,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed2:5:R1,05561e7abe63fbd1bd33e84c,gemini,gemini-3.8-flash-medium,10,phantom_seed2:5,a0d6fd6cff88f45588f1137f4192a8136d3235ab0cf3af6263f4073f79456904,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed2:6:R1,4cddbdcc476e0058a74e8f7a,gemini,gemini-3.8-flash-medium,10,phantom_seed2:6,0dd8436571fe2e19e8f638d0100987619f985b81cdb17b89c2c5c183720eefcf,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed2:7:R1,a679082ad0d32e78cfbf4afe,gemini,gemini-3.8-flash-medium,10,phantom_seed2:7,3996467ef622e9b203d5aae833e66ce6913f7df264b576435774382a928ae52d,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed2:8:R1,c1c9b08ea11e54a993ebaa08,gemini,gemini-3.8-flash-medium,10,phantom_seed2:8,aaa491a7919fedea56e09dbec1f7aeedc5a4e69c3f35d1aede9a03bf908fcb09,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,True
whois:gemini:beta10:phantom_seed2:9:R1,92b9f85ed031fa1c3dacac03,gemini,gemini-3.8-flash-medium,10,phantom_seed2:9,4a68c0d8e1e5619d7e9dbd25276fe4a5097ef8128cdb6b06d9a7d720965095e8,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed2:10:R1,6e502d18165ccb2e20ea76d6,gemini,gemini-3.8-flash-medium,10,phantom_seed2:10,7e5c9323b3377a0d8af0ce27f74fee5819931fe2c7b8f421afdd93e792a2fc36,0.0,0.0,0.0,0.0,0.0,True
whois:gemini:beta10:phantom_seed2:11:R1,9b57cd51c655ef27e5dad8b6,gemini,gemini-3.8-flash-medium,10,phantom_seed2:11,29c5dfddf9cf1a2270c743c86b6079d6c5a7266cb4d8e38762edde69a7b6fec3,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,True
whois:gemini:beta10:phantom_seed2:12:R1,d9642b3717ed619eac35d0b2,gemini,gemini-3.8-flash-medium,10,phantom_seed2:12,a4a31cf5f2b93ae31e99d36bc1f2d80f246d87de84adb577d09790eb94a3f3bd,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed2:13:R1,98e4fef4dd1fb9f1f810822e,gemini,gemini-3.8-flash-medium,10,phantom_seed2:13,aa28448ad7e93d4a161dee09d1fd11a5c270fa3effa1ad35ae8ddcaf38184028,0.0,0.0,0.0,0.0,0.0,True
whois:gemini:beta10:phantom_seed2:14:R1,3cf2f34c25e604c214e9c169,gemini,gemini-3.8-flash-medium,10,phantom_seed2:14,e90f8bc746defa08dca3e087bc511d743dbbebc59d285d2ea6b8c0755701a093,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed2:15:R1,8ae7ca85ffc5d3052f8d0c92,gemini,gemini-3.8-flash-medium,10,phantom_seed2:15,b9f8619a1e7b01a94dbc009304663052292550f4717a81d7a4cf901d667eb950,0.0,0.0,0.0,0.0,0.0,True
whois:gemini:beta10:phantom_seed2:16:R1,fafe14e81332ba4b4c2dd4e5,gemini,gemini-3.8-flash-medium,10,phantom_seed2:16,dc5fbab7c91808f3fe13ba0056e0375eb3101202f06a810d7f3fd43916ecbd67,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed2:17:R1,d3449801027a54771bbdd1c1,gemini,gemini-3.8-flash-medium,10,phantom_seed2:17,b5aaf774a5776a461b301f13e509d72dd8100a6b46b8dbcbbc7e01584bb0ca77,0.0,0.0,0.0,0.0,0.0,True
whois:gemini:beta10:phantom_seed2:18:R1,ac1201a0a32815555aace99a,gemini,gemini-3.8-flash-medium,10,phantom_seed2:18,5ccca8156a13b8a651f6cbb1b55f87709d60f2c8851c9269d75c06d94f54a064,0.0,0.0,0.0,0.0,0.0,True
whois:gemini:beta10:phantom_seed2:19:R1,d6ec87c3a4b5afd694aaea8c,gemini,gemini-3.8-flash-medium,10,phantom_seed2:19,85db629cdddbdea3cf24a9a9e6caa1ac29db25a3b7d4781966aa48d3fd2389cb,0.0,0.0,0.0,0.0,0.0,True
whois:gemini:beta10:phantom_seed3:0:R1,2788a8157a2e71e49219ba28,gemini,gemini-3.8-flash-medium,10,phantom_seed3:0,f2601ac267569b3749408b4e12b214d29258b281019fed9bc6c695cc19a669c4,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed3:1:R1,ca7bc30fbf1df83177d29d35,gemini,gemini-3.8-flash-medium,10,phantom_seed3:1,b233abe0e0a935a7c6a307a641aa905c0d75d40acf424988baeb57d7d9177c32,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed3:2:R1,f90a275c2903c299cc89c64b,gemini,gemini-3.8-flash-medium,10,phantom_seed3:2,a3de18244e685eed93d56d4a5a128c6129f3390abb4cc482c28b0bac3e753127,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed3:3:R1,d93a0d52a07d9b9009efb4c1,gemini,gemini-3.8-flash-medium,10,phantom_seed3:3,bad687a7e234c8602af163717af4be94abded298d951adb27215aa8162865ca3,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed3:4:R1,23593dfb05f0fd31cbdc5bca,gemini,gemini-3.8-flash-medium,10,phantom_seed3:4,ceadcb2c34baac44fdc10e938a04a695285516ef29f891717b5b71799d71b86c,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed3:5:R1,5d47068e7a45553aeddcb5be,gemini,gemini-3.8-flash-medium,10,phantom_seed3:5,fbe863aec0345b612427de3afa14a35b28aa5acb2e8b4a64afdf04fd80754631,0.8,0.8,0.8,0.8,0.8,True
whois:gemini:beta10:phantom_seed3:6:R1,d2ad138f72e4c11dc33b3aea,gemini,gemini-3.8-flash-medium,10,phantom_seed3:6,45fe073cdddeb3d2c37d2427a5adda40f7718b6e3f24b5c0a8f063678e439ff3,0.4,0.4,0.4,0.4,0.4,True
whois:gemini:beta10:phantom_seed3:7:R1,26e1c09124efcea94f27512e,gemini,gemini-3.8-flash-medium,10,phantom_seed3:7,5d8b67425f0a86f34c5786e45e8b8ae3e11cd26e7fc3304bbdce05901a3265ee,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed3:8:R1,8bb6e1c4645c0d4df886b39f,gemini,gemini-3.8-flash-medium,10,phantom_seed3:8,c8f2d33d6987a2b9e8276163687d845e425f7bc16fda62399f3af0f262b91e0d,0.0,0.0,0.0,0.0,0.0,True
whois:gemini:beta10:phantom_seed3:9:R1,0f7ef762bb76da11e0c2922d,gemini,gemini-3.8-flash-medium,10,phantom_seed3:9,80c92d61d764e592e6cc4f1390ffa9d0b99906b98c835ea178112cdc2cb9f930,0.0,0.0,0.0,0.0,0.0,True
whois:gemini:beta10:phantom_seed3:10:R1,10c261a65b027e26e24e26a2,gemini,gemini-3.8-flash-medium,10,phantom_seed3:10,e293139fabcb0523f94b4586ffcc72ab9ed94bf7295bc06d3a4b60d4da77f776,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,True
whois:gemini:beta10:phantom_seed3:11:R1,8c4ed80079dd795ad2f1071d,gemini,gemini-3.8-flash-medium,10,phantom_seed3:11,17568f6198f77ae83fbdbfd27ee5a0d892439a34a6e392fc43b70c9db069a9a9,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed3:12:R1,e720ece9ce55a9f03ca98212,gemini,gemini-3.8-flash-medium,10,phantom_seed3:12,71989a2b2c1a44286c7b07386b17ee42ac21bb5e76c11db93aeef6c09a0ed085,0.0,0.0,0.0,0.0,0.0,True
whois:gemini:beta10:phantom_seed3:13:R1,50cab014631d3a28bb7d63a1,gemini,gemini-3.8-flash-medium,10,phantom_seed3:13,09cd86765b5d7f72cab9b1aa9c615fdcd20b2433eff4d5711198cc3050d878d7,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed3:14:R1,b6a1e6b8597b935b17befd09,gemini,gemini-3.8-flash-medium,10,phantom_seed3:14,af8e5bc7e5190d42a7fc7c0b6bf9985828f65f5204822b792a10ffcecc242e9e,1.0,1.0,1.0,1.0,1.0,True
whois:gemini:beta10:phantom_seed3:15:R1,0ec22267bfe25efe1b69f127,gemini,gemini-3.8-flash-medium,10,phantom_seed3:15,2c8d274a86af5c81d298caa86cd6d923d4fae08fccfcf43fea2eaa841659534a,0.25,0.25,0.25,0.25,0.25,True
whois:gemini:beta10:phantom_seed3:16:R1,9b0d819d1b4de9de7553c432,gemini,gemini-3.8-flash-medium,10,phantom_seed3:16,d4a8492ef88187918e3eb8b2ad7dd88b2bdef1f8ca5de2718d7694c4b9d25106,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,True
whois:gemini:beta10:phantom_seed3:17:R1,0593c85eac4b9ba6ffbeb34b,gemini,gemini-3.8-flash-medium,10,phantom_seed3:17,dc48f618804dc3b9bcc54e9dbcf8a20a1bb7f9225b3434154a13865f5e6c260a,0.0,0.0,0.0,0.0,0.0,True
whois:gemini:beta10:phantom_seed3:18:R1,60891e5371ccab7fd1a71b25,gemini,gemini-3.8-flash-medium,10,phantom_seed3:18,79155b6655863a6459947e4b393355687671c8154885288ca336b969a0551d56,0.0,0.0,0.0,0.0,0.0,True
